Time, Rlegs, Llegs, DCL, DCR, GyroX, GyroY, GyroZ, GyroZAvg, AccelX, AccelY, AccelZ, LBEMF, RBEMF, SteerOut
908,1247,1208,0,0,209,-131,-158,-156,-19,1,229,99,100,0
4257,1247,1208,0,0,208,-130,-156,-156,-18,-3,226,100,100,0
7598,1247,1208,0,0,211,-131,-158,-156,-17,0,227,99,100,0
10912,1247,1208,0,0,208,-133,-158,-157,-18,-6,228,99,100,0
14257,1247,1208,0,0,211,-130,-158,-157,-21,1,227,100,100,0
17598,1247,1208,0,0,210,-131,-158,-157,-18,-3,228,100,100,0
20915,1247,1208,0,0,210,-131,-157,-157,-19,2,233,99,100,0
24257,1247,1208,0,0,210,-129,-156,-157,-21,0,225,99,100,0
27599,1247,1208,0,0,209,-129,-157,-157,-21,-1,229,99,100,0
30918,1247,1208,0,0,205,-129,-154,-157,-19,0,224,99,100,0
34257,1247,1208,0,0,206,-129,-159,-157,-19,-1,233,99,100,0
37599,1247,1208,0,0,208,-127,-157,-157,-20,0,228,99,100,0
37599,1247,1208,0,0,208,-127,-157,-157,-20,0,228,99,100,0
40922,1247,1208,0,0,208,-127,-154,-157,-22,0,229,99,100,0
44258,1247,1208,0,0,206,-129,-160,-157,-16,0,224,99,100,0
47600,1247,1208,0,0,206,-131,-157,-157,-20,-2,227,99,100,0
50924,1247,1208,0,0,206,-132,-156,-157,-19,1,230,100,100,0
54279,1247,1208,0,0,209,-132,-156,-157,-24,-1,226,99,100,0
57599,1247,1208,0,0,208,-129,-158,-157,-18,0,228,100,100,0
60928,1247,1208,0,0,206,-129,-158,-157,-17,-3,229,99,100,0
64282,1247,1208,0,0,208,-132,-156,-157,-17,-1,232,99,100,0
67600,1247,1208,0,0,208,-131,-157,-157,-20,0,227,99,100,0
70931,1247,1208,0,0,211,-133,-157,-157,-21,2,229,99,100,0
74283,1247,1208,0,0,209,-130,-158,-157,-17,0,226,100,100,0
77600,1247,1208,0,0,205,-129,-156,-157,-18,-2,225,99,100,0
80934,1247,1208,0,0,208,-131,-158,-157,-23,0,226,99,100,0
84283,1247,1208,0,0,210,-129,-156,-157,-19,0,232,99,100,0
87624,1247,1208,0,0,208,-132,-156,-156,-18,1,228,99,100,0
90937,1247,1208,0,0,209,-131,-159,-157,-19,-1,225,99,100,0
94283,1247,1208,0,0,207,-132,-156,-157,-19,-4,227,99,100,0
97626,1247,1208,0,0,206,-131,-158,-157,-19,1,226,99,100,0
100941,1247,1208,0,0,209,-130,-156,-156,-15,-1,230,99,100,0
104330,0,0,0,0,207,-129,-157,-157,-18,-3,230,99,100,0
107626,0,0,0,0,208,-132,-157,-157,-20,-2,229,99,100,0
110945,0,0,0,0,210,-130,-157,-157,-17,0,228,100,100,0
114284,0,0,0,0,209,-130,-157,-157,-18,0,232,100,100,0
117626,0,0,0,0,207,-128,-156,-156,-16,-2,226,99,100,0
120947,0,0,0,0,208,-133,-156,-156,-18,0,227,100,100,0
124284,0,0,0,0,209,-128,-154,-156,-19,3,228,99,100,0
127627,0,0,0,0,210,-127,-158,-156,-19,-2,228,100,100,0
130950,0,0,0,0,209,-133,-155,-156,-18,-1,225,99,100,0
134305,0,0,0,0,206,-130,-156,-156,-19,2,227,99,100,0
137626,0,0,0,0,209,-128,-157,-156,-19,-2,223,99,100,0
140953,0,0,0,0,204,-130,-157,-156,-20,2,229,99,100,0
144309,0,0,0,0,209,-130,-157,-156,-21,-2,225,100,100,0
147628,0,0,0,0,207,-131,-159,-156,-18,0,224,99,100,0
150956,0,0,0,0,208,-132,-155,-156,-17,-2,232,99,100,0
154309,0,0,0,0,208,-132,-159,-156,-21,2,227,99,100,0
157628,0,0,0,0,209,-133,-156,-156,-17,-1,226,99,100,0
160960,0,0,0,0,207,-131,-157,-156,-20,0,234,99,100,0
164310,0,0,0,0,207,-130,-159,-156,-18,-3,230,100,100,0
167628,0,0,0,0,210,-132,-157,-156,-14,-2,227,100,100,0
170964,0,0,0,0,207,-133,-155,-156,-17,-4,229,99,100,0
174310,0,0,0,0,208,-130,-158,-156,-21,1,228,99,100,0
177652,0,0,0,0,209,-130,-156,-156,-22,0,230,99,100,0
180966,0,0,0,0,208,-132,-158,-156,-18,1,233,99,100,0
184310,0,0,0,0,207,-130,-158,-156,-21,1,230,99,100,0
187656,0,0,0,0,208,-126,-158,-156,-19,-2,227,99,100,0
190969,0,0,0,0,205,-129,-157,-156,-22,2,225,100,100,0
194310,0,0,0,0,207,-132,-157,-156,-20,1,226,99,100,0
197656,0,0,0,0,210,-129,-156,-156,-17,-6,230,100,100,0
200973,0,0,0,0,206,-128,-157,-156,-20,1,222,99,100,0
204313,0,0,2862,2843,207,-132,-157,-156,-21,0,227,99,100,0
207659,0,0,837,1006,221,-239,-125,-155,-161,59,207,223,214,0
210976,1,1,1006,1025,-294,-465,-151,-155,-73,31,236,230,229,0
214314,1,1,856,875,-1121,-783,-252,-158,-26,-41,185,254,253,0
217659,2,2,556,912,-1053,-1444,-127,-157,-204,-48,303,270,251,0
220979,3,3,931,1268,-1363,-2268,68,-150,-490,158,66,266,248,0
224337,3,3,1175,1362,-3782,-2004,436,-132,-79,83,302,269,259,0
227660,4,4,1006,1456,-4687,-1797,557,-109,122,194,465,278,254,0
230982,5,5,781,987,-3545,-1088,823,-79,220,374,380,284,273,0
234337,6,5,1156,950,-1265,1066,898,-46,82,-15,359,264,291,0
237660,6,6,1568,1193,-449,1268,988,-10,-196,77,235,258,278,0
240985,7,7,1568,1118,-1062,828,1232,32,68,-44,269,258,282,0
244337,8,8,1306,631,-492,101,1811,94,270,-16,200,272,308,0
247660,8,9,1793,537,1347,-279,2272,170,-27,171,89,278,329,0
250989,9,10,1662,725,1994,254,2007,237,375,5,72,285,335,0
254338,10,11,1400,256,4338,237,1943,303,168,68,225,299,344,0
257660,11,12,1343,125,6055,-128,1899,367,73,73,-74,302,351,0
260991,12,13,1662,537,6765,-140,1689,425,112,53,148,307,351,0
264338,13,14,1606,500,7799,-160,1565,479,-101,29,-56,326,369,0
267661,14,15,1118,462,7003,-500,1569,533,-244,-5,109,352,371,0
270995,15,16,781,706,4603,-567,1404,581,-526,-94,79,370,358,0
274338,16,17,818,1081,1088,-475,1075,620,-45,-123,290,384,354,0
277664,17,18,987,1081,-325,-511,561,642,-17,46,16,375,354,0
280998,18,19,875,1100,-912,-168,319,657,-369,93,345,381,353,0
284338,19,20,1081,1362,-3097,-22,355,673,-37,-135,311,386,355,0
287667,21,21,537,1231,-3962,-225,-84,676,-73,125,121,394,357,0
291002,22,22,743,1381,-5259,-516,-514,664,-208,50,460,383,349,0
294338,23,23,800,1643,-6797,-924,-674,648,-31,-163,251,396,351,0
297670,24,24,368,1625,-7656,-1499,-1015,621,-190,-12,219,419,352,0
301005,26,25,0,1718,-8401,-2696,-661,606,715,158,654,441,347,0
304363,27,27,237,1025,-5271,-2038,-126,607,164,579,461,410,368,0
307673,28,28,650,1118,-4324,478,562,629,354,459,444,404,379,0
311007,30,29,443,743,-3453,2457,-825,608,423,170,551,415,399,0
314366,31,30,706,743,1669,2931,-394,600,701,58,681,390,404,0
317676,32,31,1193,443,6614,2088,-581,586,94,-148,346,364,420,0
321011,33,33,1793,537,8425,522,-500,579,-473,130,111,348,415,0
324366,34,34,1643,556,6643,-906,-891,555,303,33,547,356,414,0
327679,35,35,1343,687,8496,-2949,-1778,497,665,67,-9,372,407,0
331015,36,37,1418,537,11433,-2257,-2716,399,166,765,-314,384,415,0
334372,37,38,800,518,14223,1114,-2639,299,-25,106,-291,417,416,0
337683,39,39,612,425,12489,1874,-1988,211,-112,-393,-48,411,421,0
341017,40,41,406,0,11183,-864,-1896,124,-883,157,5,416,422,0
344372,41,42,237,200,4252,-1329,-2276,22,-699,332,107,425,411,0
347687,43,43,256,762,1365,2184,-2315,-88,-672,-470,6,408,381,0
351020,44,44,312,1475,-1802,1832,-1092,-179,-801,-662,334,405,343,0
354373,45,45,425,1850,-6156,-1125,-249,-258,-591,106,21,399,323,0
357689,46,46,743,2056,-9623,-1307,488,-305,-464,168,-42,398,328,0
361024,47,47,687,1681,-11900,-656,1164,-330,408,-138,47,401,348,0
364373,49,48,893,950,-11044,-1420,1751,-334,184,91,-25,374,387,0
367693,50,50,1043,856,-9849,-1365,2089,-322,454,-66,137,366,392,0
371027,51,51,1493,218,-9301,-947,1328,-329,-334,-145,-364,364,432,0
374373,52,52,1775,631,-10131,-1194,1461,-333,-283,-52,-317,365,426,0
377697,53,54,1756,293,-10545,-1678,1637,-325,422,-258,-34,366,428,0
381030,54,55,1643,462,-10149,-2288,1626,-308,544,-219,545,372,419,0
384373,55,56,1906,743,-6000,-3227,1409,-282,546,105,550,374,420,0
387699,57,58,1906,106,-2708,-3549,901,-263,1074,344,462,374,438,0
391033,58,59,2168,31,3712,-3301,647,-254,652,-76,357,360,442,0
394374,59,60,2337,518,7507,-2888,97,-249,-15,278,265,351,432,0
397702,60,62,1812,125,8103,-2670,-458,-247,103,-31,280,374,432,0
401036,61,63,1381,0,8191,-2743,-1276,-266,320,-176,-120,397,441,0
404374,62,65,1156,612,8974,-2695,-944,-263,29,-27,-53,425,406,0
407705,64,66,687,818,9935,-2222,-920,-272,486,-99,122,434,395,0
411040,65,67,406,762,12033,-2667,-698,-289,511,53,197,449,398,0
414398,67,68,575,1343,12478,-3115,-660,-328,-805,80,143,424,367,0
417708,68,69,275,2018,8161,-3010,-1581,-351,-993,-114,318,456,347,0
421043,69,70,387,1943,-432,-3418,-2299,-411,-583,105,350,450,351,0
424400,71,71,143,1887,-5635,-3793,-1930,-453,-295,319,176,452,359,0
427712,72,72,256,1550,-7040,-3188,-1555,-486,45,533,386,446,377,0
431046,73,74,668,1475,-6239,-734,-6,-458,363,568,124,440,397,0
434400,75,75,631,631,-6467,1750,-335,-413,-26,569,66,426,426,0
437715,76,76,1118,518,-5873,4244,-1372,-371,494,213,677,400,432,0
441049,77,78,1662,818,-1309,4998,-1391,-332,71,42,324,387,432,0
444400,79,79,1268,800,-796,5107,-1081,-304,-234,188,230,392,417,0
447718,80,80,1268,1212,-1802,5209,-752,-268,451,-35,263,392,395,0
451053,81,81,1456,631,1606,4976,-1792,-253,662,159,-182,376,420,0
454400,82,83,1231,0,4370,5261,-3090,-277,370,295,-185,388,456,0
457721,83,84,1062,0,6694,6033,-3475,-352,-8,407,-2,397,439,0
461056,85,86,856,0,7171,7976,-2828,-432,-745,-311,-643,408,432,0
464401,86,87,368,0,3597,7531,-2691,-532,-409,-387,-319,418,428,0
467724,87,88,706,237,1331,6685,-1475,-614,281,-420,-72,416,425,0
