Time, Rlegs, Llegs, DCL, DCR, GyroX, GyroY, GyroZ, GyroZAvg, AccelX, AccelY, AccelZ, LBEMF, RBEMF, SteerOut
2977,1330,1334,0,0,208,-130,-157,-157,-24,-4,222,103,104,0
6316,1330,1334,0,0,209,-129,-156,-157,-22,-6,220,103,104,0
9649,1330,1334,0,0,210,-129,-157,-157,-23,-1,232,103,104,0
12980,1330,1334,0,0,208,-129,-158,-157,-24,-6,222,103,104,0
16316,1330,1334,0,0,211,-126,-159,-157,-22,-2,225,103,104,0
19649,1330,1334,0,0,209,-127,-158,-157,-24,-3,225,103,104,0
22983,1330,1334,0,0,211,-128,-158,-157,-24,-5,222,103,104,0
26338,1330,1334,0,0,212,-127,-160,-157,-23,-7,225,103,104,0
29673,1330,1334,0,0,209,-128,-158,-157,-25,-8,227,104,104,0
32986,1330,1334,0,0,206,-128,-158,-157,-25,-2,229,103,104,0
36341,1330,1334,0,0,202,-132,-159,-157,-23,-4,228,103,104,0
39674,1330,1334,0,0,206,-131,-156,-157,-22,-5,230,104,104,0
42989,1330,1334,0,0,208,-130,-157,-157,-24,-9,220,103,104,0
46341,1330,1334,0,0,207,-131,-157,-157,-23,-3,225,104,104,0
49677,1330,1334,0,0,207,-131,-158,-157,-20,-7,231,104,104,0
52993,1330,1334,0,0,204,-131,-158,-157,-24,-5,228,103,104,0
56342,1330,1334,0,0,211,-133,-156,-157,-24,-6,224,103,104,0
59684,1330,1334,0,0,207,-131,-157,-157,-23,-6,224,103,104,0
62996,1330,1334,0,0,208,-131,-161,-157,-24,-8,228,103,104,0
66342,1330,1334,0,0,210,-131,-157,-158,-25,-9,224,103,104,0
69683,1330,1334,0,0,207,-128,-157,-157,-24,-6,224,103,104,0
72999,1330,1334,0,0,208,-129,-157,-157,-26,-4,226,103,104,0
76342,1330,1334,0,0,211,-130,-158,-157,-24,-6,228,103,104,0
79684,1330,1334,0,0,208,-128,-158,-157,-23,-4,222,104,104,0
83003,1330,1334,0,0,209,-127,-160,-157,-24,-7,231,103,104,0
86342,1330,1334,0,0,209,-127,-157,-157,-23,-5,228,103,104,0
89684,1330,1334,0,0,209,-128,-159,-157,-24,-5,227,103,104,0
93005,1330,1334,0,0,209,-128,-156,-157,-27,-7,231,103,104,0
96343,1330,1334,0,0,209,-127,-156,-157,-23,-7,224,103,104,0
99684,1330,1334,0,0,210,-127,-158,-157,-24,-6,227,103,104,0
103008,0,0,0,0,207,-130,-157,-157,-28,-3,227,104,104,0
106363,0,0,0,0,207,-128,-157,-157,-26,-7,223,103,104,0
109684,0,0,0,0,209,-131,-157,-157,-23,-5,223,103,104,0
113012,0,0,0,0,207,-129,-160,-157,-25,-4,232,103,104,0
116367,0,0,0,0,208,-130,-159,-157,-23,-3,221,103,104,0
119685,0,0,0,0,210,-129,-156,-157,-25,-5,227,103,104,0
123015,0,0,0,0,207,-131,-157,-157,-25,-4,229,103,104,0
126367,0,0,0,0,207,-128,-157,-157,-24,-3,233,103,104,0
129685,0,0,0,0,208,-128,-157,-157,-24,-3,226,103,104,0
133018,0,0,0,0,208,-128,-157,-157,-22,-6,229,103,104,0
136368,0,0,0,0,209,-127,-158,-157,-21,-6,228,103,104,0
139687,0,0,0,0,210,-127,-159,-157,-30,-5,227,103,104,0
143021,0,0,0,0,211,-128,-158,-157,-21,-4,225,103,104,0
146368,0,0,0,0,206,-128,-159,-157,-29,-4,228,103,104,0
149711,0,0,0,0,209,-129,-157,-157,-23,-5,227,104,104,0
153024,0,0,0,0,209,-129,-158,-157,-24,-6,226,103,104,0
156368,0,0,0,0,209,-130,-157,-157,-23,-5,227,103,104,0
159711,0,0,0,0,209,-131,-155,-157,-26,-9,223,103,104,0
163028,0,0,0,0,208,-130,-156,-157,-22,-8,230,103,104,0
166368,0,0,0,0,211,-130,-157,-157,-24,-2,229,103,104,0
169711,0,0,0,0,207,-132,-157,-157,-24,-2,229,103,104,0
173031,0,0,0,0,207,-130,-159,-157,-23,-10,225,103,104,0
176369,0,0,0,0,208,-129,-159,-157,-22,-6,229,103,104,0
179711,0,0,0,0,208,-131,-160,-157,-22,-6,225,104,104,0
183034,0,0,0,0,208,-128,-161,-157,-23,-5,228,103,104,0
186369,0,0,0,0,209,-128,-159,-157,-24,-9,223,103,104,0
189712,0,0,0,0,209,-127,-159,-157,-25,-4,224,103,104,0
193038,0,0,0,0,206,-129,-159,-157,-24,-6,222,103,104,0
196390,0,0,0,0,207,-126,-159,-157,-24,-9,229,103,104,0
199712,0,0,0,0,211,-129,-159,-157,-28,-6,227,103,104,0
203041,0,0,3800,3800,210,-127,-163,-158,-24,-4,228,0,0,0
206396,0,1,1625,1400,166,-169,-153,-157,-71,33,343,227,223,0
209715,1,1,1118,1025,-148,-120,-82,-155,-113,-7,246,254,259,0
213044,2,2,762,593,-101,-106,-50,-152,10,27,222,273,282,0
216397,2,3,1156,575,31,-237,-180,-153,-111,-60,331,284,299,0
219715,3,4,818,406,133,-596,-421,-161,-74,-62,322,302,308,0
223047,4,5,968,1006,46,-1068,-414,-169,-129,-51,374,310,308,0
226426,5,5,856,781,-323,-1546,-507,-180,29,13,509,307,311,0
