Time, Rlegs, Llegs, DCL, DCR, GyroX, GyroY, GyroZ, GyroZAvg, AccelX, AccelY, AccelZ, LBEMF, RBEMF, SteerOut
1494,521,549,0,0,197,-138,-149,-148,-25,-5,228,50,51,0
4829,521,549,0,0,200,-134,-147,-148,-22,-5,229,50,50,0
8163,521,549,0,0,199,-138,-149,-148,-27,-7,223,50,51,0
11497,521,549,0,0,196,-134,-151,-148,-25,-7,220,50,52,0
14832,521,549,0,0,199,-134,-148,-148,-24,-3,231,49,51,0
18166,521,549,0,0,199,-133,-148,-148,-26,-5,221,50,51,0
21501,521,549,0,0,199,-134,-151,-148,-23,-6,222,50,51,0
24855,521,549,0,0,197,-137,-151,-148,-20,-6,228,50,51,0
28169,521,549,0,0,201,-133,-151,-148,-22,-4,222,50,51,0
31504,521,549,0,0,197,-138,-150,-148,-24,-4,225,50,51,0
34855,521,549,0,0,194,-140,-151,-148,-28,-4,225,50,51,0
38172,521,549,0,0,198,-138,-150,-148,-24,-2,222,50,51,0
41507,521,549,0,0,197,-140,-150,-148,-26,-8,223,50,51,0
44855,521,549,0,0,198,-139,-151,-148,-27,-8,220,50,51,0
48175,521,549,0,0,196,-140,-149,-149,-25,-7,229,50,51,0
51510,521,549,0,0,198,-142,-150,-149,-23,-7,223,50,51,0
54856,521,549,0,0,197,-142,-150,-149,-25,-5,228,50,51,0
58179,521,549,0,0,198,-142,-149,-149,-24,-10,221,51,51,0
61513,521,549,0,0,199,-141,-149,-149,-26,-7,225,50,51,0
64856,521,549,0,0,199,-139,-148,-149,-28,-3,222,50,51,0
68182,521,549,0,0,200,-137,-149,-149,-26,-2,220,50,51,0
71517,521,549,0,0,199,-136,-149,-149,-25,-5,221,50,51,0
74856,521,549,0,0,200,-138,-148,-149,-26,-4,227,50,51,0
78185,521,549,0,0,198,-138,-150,-149,-25,-11,223,50,51,0
81519,521,549,0,0,199,-139,-149,-149,-25,-5,220,50,51,0
84856,521,549,0,0,200,-139,-149,-149,-26,-5,223,50,51,0
88189,521,549,0,0,197,-138,-150,-149,-24,-7,223,50,51,0
91523,521,549,0,0,200,-139,-148,-149,-23,-2,227,50,51,0
94857,521,549,0,0,200,-138,-150,-149,-26,-5,223,50,51,0
98192,521,549,0,0,196,-142,-149,-149,-26,-5,220,50,51,0
101799,521,549,0,0,198,-139,-150,-149,-23,-7,230,50,51,0
104881,0,0,0,0,195,-140,-149,-149,-22,-10,224,50,51,0
