Time, Rlegs, Llegs, DCL, DCR, GyroX, GyroY, GyroZ, GyroZAvg, AccelX, AccelY, AccelZ, LBEMF, RBEMF, SteerOut
2551,776,800,425,0,-244,179,-116,-117,-20,2,223,83,84,0
5906,776,800,425,0,-244,178,-115,-117,-19,5,227,83,84,0
9235,776,800,425,0,-243,180,-117,-117,-19,3,229,83,84,0
12554,776,800,425,0,-245,184,-118,-117,-20,1,227,83,84,0
15909,776,800,425,0,-245,180,-117,-117,-20,5,227,83,84,0
19235,776,800,443,0,-246,181,-116,-117,-18,4,229,82,84,0
22558,776,800,425,0,-247,178,-118,-117,-16,4,229,83,84,0
25912,776,800,425,0,-247,177,-118,-117,-17,1,222,83,84,0
29236,776,800,425,0,-248,175,-118,-117,-20,3,224,83,84,0
32560,776,800,425,0,-248,174,-117,-117,-17,0,227,83,84,0
35915,776,800,425,0,-248,174,-116,-117,-19,1,225,83,84,0
39236,776,800,425,0,-249,172,-118,-117,-21,4,228,83,84,0
42563,776,800,425,0,-250,172,-117,-117,-18,2,229,83,84,0
45918,776,800,425,0,-252,171,-118,-117,-17,1,231,83,84,0
49236,776,800,443,0,-249,169,-121,-117,-21,3,228,82,84,0
52567,776,800,425,0,-249,169,-119,-117,-19,5,230,83,84,0
55919,776,800,425,0,-250,169,-119,-117,-20,2,229,83,84,0
59237,776,800,425,0,-247,170,-117,-117,-19,4,230,83,84,0
62570,776,800,425,0,-247,171,-117,-117,-19,6,225,83,84,0
65923,776,800,425,0,-247,174,-117,-117,-19,5,224,83,84,0
69258,776,800,425,0,-245,174,-115,-117,-18,2,221,83,84,0
72573,776,800,425,0,-244,177,-115,-117,-21,3,228,83,84,0
75927,776,800,425,0,-246,180,-115,-117,-22,3,227,83,84,0
79261,776,800,406,0,-243,177,-116,-117,-22,2,224,84,84,0
82576,776,800,425,0,-246,180,-116,-116,-16,5,235,83,84,0
85927,776,800,425,0,-246,178,-117,-116,-21,4,227,83,84,0
89261,776,800,425,0,-246,177,-118,-117,-19,3,226,83,84,0
92580,776,800,425,0,-243,178,-119,-117,-22,5,229,83,84,0
95928,776,800,425,0,-248,180,-118,-117,-18,1,227,83,84,0
99262,776,800,425,0,-244,178,-119,-117,-21,3,231,83,84,0
102769,776,800,425,0,-246,175,-118,-117,-22,1,227,83,84,0
105927,0,0,593,575,-246,179,-119,-117,-19,2,226,83,84,0
109262,0,0,593,575,-247,173,-117,-117,-21,6,228,83,84,0
112586,0,0,593,575,-247,173,-118,-117,-21,3,229,83,84,0
115927,0,0,593,575,-248,170,-116,-117,-20,2,225,83,84,0
119262,0,0,593,575,-249,169,-116,-117,-20,4,226,83,84,0
122589,0,0,593,556,-250,168,-117,-117,-19,6,229,83,85,0
