Time, Rlegs, Llegs, DCL, DCR, GyroX, GyroY, GyroZ, GyroZAvg, AccelX, AccelY, AccelZ, LBEMF, RBEMF, SteerOut
3167,1453,1475,0,0,-245,179,-121,-120,-19,0,226,108,109,0
6480,1453,1475,0,0,-245,181,-121,-120,-20,1,228,108,109,0
9814,1453,1475,0,0,-244,177,-119,-120,-16,0,229,108,109,0
13169,1453,1475,0,0,-247,180,-119,-120,-21,1,230,108,109,0
16483,1453,1475,0,0,-245,175,-119,-120,-18,-2,229,108,109,0
19818,1453,1475,0,0,-244,176,-119,-120,-21,1,232,107,109,0
23169,1453,1475,0,0,-244,176,-119,-120,-20,1,231,108,109,0
26486,1453,1475,0,0,-243,175,-122,-120,-20,2,228,108,109,0
29822,1453,1475,0,0,-245,176,-119,-120,-17,-2,229,108,109,0
33169,1453,1475,0,0,-243,177,-119,-120,-19,-2,232,108,109,0
36490,1453,1475,0,0,-242,178,-118,-120,-17,1,228,108,109,0
39824,1453,1475,0,0,-242,176,-119,-119,-19,0,231,108,109,0
43169,1453,1475,0,0,-245,176,-121,-119,-17,0,229,108,109,0
46493,1453,1475,0,0,-245,176,-122,-120,-20,2,229,108,109,0
49827,1453,1475,0,0,-245,175,-120,-119,-19,0,230,108,109,0
53170,1453,1475,0,0,-243,176,-122,-119,-19,1,228,108,109,0
56496,1453,1475,0,0,-248,178,-119,-119,-21,1,234,108,109,0
59831,1453,1475,0,0,-242,181,-121,-119,-18,1,226,108,109,0
63170,1453,1475,0,0,-243,177,-121,-119,-19,1,229,108,109,0
66499,1453,1475,0,0,-245,181,-121,-120,-17,1,226,108,108,0
69834,1453,1475,0,0,-245,179,-120,-119,-17,1,228,108,109,0
73170,1453,1475,0,0,-245,176,-122,-120,-20,-1,231,107,108,0
76503,1453,1475,0,0,-246,177,-120,-120,-19,0,225,108,108,0
79837,1453,1475,0,0,-245,173,-119,-120,-20,2,229,108,109,0
83171,1453,1475,0,0,-244,177,-121,-120,-20,1,229,108,109,0
86506,1453,1475,0,0,-243,175,-121,-120,-18,0,224,108,109,0
89840,1453,1475,0,0,-244,178,-117,-120,-17,1,231,108,109,0
93196,1453,1475,0,0,-244,178,-120,-120,-14,0,230,108,109,0
96509,1453,1475,0,0,-243,178,-120,-120,-19,0,231,108,109,0
99844,1453,1475,0,0,-245,178,-119,-120,-18,1,230,108,109,0
103264,0,0,725,725,-245,176,-121,-120,-19,1,228,108,108,0
106513,0,0,725,706,-244,177,-119,-120,-18,1,231,108,109,0
109846,0,0,725,706,-246,176,-121,-120,-20,2,224,108,109,0
113197,0,0,725,706,-245,179,-120,-119,-20,2,230,108,109,0
116516,0,0,725,706,-246,178,-120,-120,-20,0,228,108,109,0
119850,0,0,725,706,-244,176,-120,-120,-18,4,226,108,109,0
