Time, Rlegs, Llegs, DCL, DCR, GyroX, GyroY, GyroZ, GyroZAvg, AccelX, AccelY, AccelZ, LBEMF, RBEMF, SteerOut
1747,255,260,0,0,-257,169,-110,-110,-22,-4,221,59,60,0
5083,255,260,0,0,-256,168,-112,-110,-23,-2,224,59,60,0
8416,255,260,0,0,-256,168,-112,-111,-25,-1,222,59,60,0
11750,255,260,0,0,-253,167,-110,-110,-20,-3,223,59,60,0
15104,255,260,0,0,-257,162,-111,-111,-21,-6,228,59,60,0
18440,255,260,0,0,-255,165,-109,-111,-25,0,223,59,60,0
21753,255,260,0,0,-253,166,-110,-111,-23,-3,224,59,61,0
25107,255,260,0,0,-254,166,-112,-111,-23,-1,224,60,60,0
28441,255,260,0,0,-255,168,-109,-110,-21,-4,223,59,61,0
31756,255,260,0,0,-253,168,-111,-110,-22,-1,229,59,60,0
35108,255,260,0,0,-254,168,-112,-111,-24,-1,222,59,61,0
38441,255,260,0,0,-254,166,-110,-110,-23,-3,223,59,60,0
41759,255,260,0,0,-256,168,-111,-110,-21,-5,225,59,60,0
45108,255,260,0,0,-255,166,-112,-110,-19,-7,220,59,60,0
48441,255,260,0,0,-255,167,-112,-111,-24,0,228,59,61,0
51764,255,260,0,0,-254,167,-112,-111,-25,0,223,59,60,0
55108,255,260,0,0,-257,170,-112,-111,-22,-5,222,59,60,0
58441,255,260,0,0,-255,169,-112,-111,-22,-5,226,59,60,0
61767,255,260,0,0,-258,167,-112,-111,-24,-1,221,59,60,0
65108,255,260,0,0,-256,167,-114,-111,-21,-6,223,60,60,0
68441,255,260,0,0,-256,168,-111,-111,-22,-1,228,59,60,0
71769,255,260,0,0,-256,165,-112,-111,-23,-1,222,59,61,0
75109,255,260,0,0,-254,167,-113,-111,-20,-7,224,59,60,0
78442,255,260,0,0,-256,168,-110,-111,-21,-5,232,60,61,0
81772,255,260,0,0,-255,167,-111,-111,-23,-2,228,59,60,0
85109,255,260,0,0,-253,165,-110,-111,-21,-1,224,59,61,0
88442,255,260,0,0,-255,165,-112,-111,-23,-1,227,59,60,0
91775,255,260,0,0,-257,163,-110,-111,-24,-1,228,59,60,0
95130,255,260,0,0,-256,166,-113,-111,-22,-3,223,59,61,0
98444,255,260,0,0,-255,167,-112,-111,-23,0,228,60,60,0
101779,255,260,0,0,-255,167,-112,-111,-29,-2,227,59,60,0
105182,0,0,0,0,-254,170,-113,-111,-21,-3,229,59,60,0
108467,0,0,0,0,-255,169,-112,-111,-24,-4,227,59,61,0
111782,0,0,0,0,-255,171,-111,-111,-22,-4,223,59,60,0
115134,0,0,0,0,-256,171,-110,-111,-24,-1,225,59,60,0
118470,0,0,0,0,-256,168,-112,-111,-21,-8,221,59,60,0
121785,0,0,0,0,-256,164,-113,-111,-21,-6,218,59,61,0
125134,0,0,0,0,-255,168,-111,-111,-26,-3,222,59,60,0
