Time, Rlegs, Llegs, DCL, DCR, GyroX, GyroY, GyroZ, GyroZAvg, AccelX, AccelY, AccelZ, LBEMF, RBEMF, SteerOut
654,387,407,0,0,-253,171,-114,-113,-22,-1,231,65,66,0
3970,387,407,0,0,-252,171,-114,-113,-22,-1,226,65,66,0
7323,387,407,0,0,-252,171,-112,-113,-21,0,226,65,66,0
10657,387,407,0,0,-253,170,-113,-113,-23,0,221,65,66,0
13973,387,407,0,0,-253,169,-114,-113,-25,0,230,65,66,0
17323,387,407,0,0,-253,169,-111,-113,-22,0,230,65,66,0
20658,387,407,0,0,-255,169,-113,-113,-22,-2,227,65,66,0
23976,387,407,0,0,-252,169,-114,-113,-26,1,225,65,66,0
27324,387,407,0,0,-252,171,-112,-113,-23,-1,222,65,66,0
30658,387,407,0,0,-252,172,-115,-113,-21,1,224,66,66,0
33980,387,407,0,0,-249,171,-116,-113,-24,0,227,65,66,0
37324,387,407,0,0,-251,170,-113,-113,-22,1,227,65,66,0
40659,387,407,0,0,-252,170,-114,-113,-27,0,223,65,66,0
43983,387,407,0,0,-253,171,-114,-113,-22,1,225,65,66,0
47324,387,407,0,0,-250,171,-114,-113,-26,1,224,65,66,0
50659,387,407,0,0,-253,171,-113,-113,-24,-1,223,65,66,0
53986,387,407,0,0,-254,168,-113,-113,-21,-1,224,65,66,0
57324,387,407,0,0,-252,167,-115,-113,-24,0,227,65,66,0
60659,387,407,0,0,-253,168,-114,-113,-23,2,228,65,66,0
63990,387,407,0,0,-254,168,-113,-113,-18,0,227,65,66,0
67325,387,407,0,0,-253,169,-114,-113,-22,0,223,65,66,0
70659,387,407,0,0,-251,169,-114,-113,-19,0,230,65,66,0
73993,387,407,0,0,-249,170,-113,-113,-23,1,225,65,66,0
77346,387,407,0,0,-250,172,-113,-113,-20,0,223,65,66,0
80682,387,407,0,0,-252,170,-111,-113,-21,1,221,65,66,0
83995,387,407,0,0,-255,170,-113,-113,-21,0,226,65,66,0
87349,387,407,0,0,-252,170,-112,-113,-21,-2,224,65,66,0
90682,387,407,0,0,-252,170,-114,-113,-23,1,226,64,66,0
93999,387,407,0,0,-254,169,-114,-113,-22,-1,224,65,66,0
97350,387,407,0,0,-249,171,-116,-113,-25,2,229,65,66,0
100683,387,407,0,0,-252,174,-114,-113,-23,0,225,65,66,0
104060,0,0,0,0,-253,172,-115,-113,-19,0,230,65,66,0
107350,0,0,0,0,-251,173,-114,-113,-25,0,224,65,66,0
110683,0,0,0,0,-252,172,-112,-113,-21,0,225,65,66,0
114006,0,0,0,0,-252,173,-113,-113,-22,1,224,65,66,0
117350,0,0,0,0,-252,165,-113,-113,-21,0,225,65,66,0
120683,0,0,0,0,-253,171,-112,-113,-24,0,224,65,66,0
124008,0,0,0,0,-254,166,-112,-113,-24,-1,231,65,66,0
127351,0,0,0,0,-251,167,-113,-113,-22,-1,229,65,66,0
130684,0,0,0,0,-254,168,-113,-113,-20,1,226,65,66,0
134012,0,0,0,0,-253,170,-114,-113,-26,3,229,65,66,0
137351,0,0,0,0,-250,170,-115,-113,-24,1,225,65,66,0
140684,0,0,0,0,-252,172,-113,-113,-23,0,224,65,66,0
144015,0,0,0,0,-255,171,-115,-113,-25,1,222,65,66,0
147351,0,0,0,0,-248,173,-114,-113,-20,-1,225,65,66,0
150684,0,0,0,0,-251,171,-117,-113,-21,0,230,65,66,0
154018,0,0,0,0,-252,168,-113,-113,-22,0,222,65,66,0
157372,0,0,0,0,-252,171,-116,-113,-25,1,222,65,66,0
160687,0,0,0,0,-253,171,-114,-113,-24,-1,228,65,66,0
164021,0,0,0,0,-254,171,-114,-113,-24,-1,222,65,66,0
167376,0,0,0,0,-254,172,-112,-113,-23,0,232,65,66,0
170709,0,0,0,0,-252,168,-112,-113,-24,-1,228,65,66,0
174025,0,0,0,0,-253,171,-114,-113,-23,2,230,65,66,0
177376,0,0,0,0,-253,171,-113,-113,-22,-2,228,65,66,0
180712,0,0,0,0,-251,171,-115,-113,-23,0,227,65,66,0
184027,0,0,0,0,-253,169,-112,-113,-22,-3,229,65,66,0
187376,0,0,0,0,-253,170,-114,-113,-23,-3,223,65,66,0
190717,0,0,0,0,-254,171,-112,-113,-21,3,228,65,66,0
194031,0,0,0,0,-253,169,-113,-113,-22,-2,228,65,66,0
197377,0,0,0,0,-253,170,-113,-113,-20,0,218,65,66,0
200718,0,0,0,0,-251,166,-115,-113,-22,-2,223,65,66,0
204035,0,0,2150,2150,-252,168,-114,-113,-22,1,228,0,0,0
207380,0,0,0,0,-262,106,-107,-113,-74,22,228,124,120,0
210721,1,0,0,200,-431,89,-103,-113,-27,16,229,120,120,0
214038,1,1,125,0,-378,280,-82,-112,7,-1,230,108,126,0
