Time, Rlegs, Llegs, DCL, DCR, GyroX, GyroY, GyroZ, GyroZAvg, AccelX, AccelY, AccelZ, LBEMF, RBEMF, SteerOut
3144,1114,1135,0,0,-123,-79,239,241,-30,-20,224,84,84,0
6459,1114,1135,0,0,-122,-76,243,241,-29,-22,224,84,84,0
9815,1114,1135,0,0,-123,-76,242,241,-31,-23,224,85,84,0
13147,1114,1135,0,0,-123,-75,239,241,-34,-21,225,84,84,0
16462,1114,1135,0,0,-120,-73,242,241,-29,-20,225,84,85,0
19818,1114,1135,0,0,-117,-75,242,241,-30,-21,227,84,84,0
23147,1114,1135,0,0,-120,-73,242,241,-34,-19,224,84,84,0
26465,1114,1135,0,0,-120,-75,241,241,-32,-22,225,84,84,0
29821,1114,1135,0,0,-122,-76,242,241,-33,-21,226,84,84,0
33148,1114,1135,0,0,-120,-77,241,241,-30,-21,225,84,85,0
36469,1114,1135,0,0,-121,-75,243,241,-33,-20,226,84,84,0
39825,1114,1135,0,0,-123,-77,242,241,-33,-21,225,84,84,0
43148,1114,1135,0,0,-122,-75,244,241,-33,-21,226,84,84,0
46472,1114,1135,0,0,-120,-75,241,241,-34,-19,225,84,84,0
49827,1114,1135,0,0,-119,-78,242,241,-30,-22,226,84,84,0
53148,1114,1135,0,0,-122,-78,241,241,-30,-22,227,84,84,0
56475,1114,1135,0,0,-121,-75,241,241,-29,-24,222,84,84,0
59830,1114,1135,0,0,-121,-75,239,241,-31,-19,225,84,84,0
63148,1114,1135,0,0,-122,-75,238,241,-31,-20,226,85,84,0
66478,1114,1135,0,0,-121,-75,239,241,-32,-20,231,85,84,0
69831,1114,1135,0,0,-124,-77,242,241,-34,-22,229,84,84,0
73149,1114,1135,0,0,-123,-77,239,241,-30,-22,225,84,84,0
76481,1114,1135,0,0,-122,-80,241,241,-34,-24,226,84,84,0
79835,1114,1135,0,0,-123,-77,245,241,-31,-20,225,84,84,0
83170,1114,1135,0,0,-122,-77,242,241,-35,-21,226,84,84,0
86485,1114,1135,0,0,-123,-79,240,241,-33,-19,231,84,84,0
89839,1114,1135,0,0,-121,-77,241,241,-29,-23,224,84,85,0
93174,1114,1135,0,0,-121,-74,240,241,-32,-23,230,84,84,0
96488,1114,1135,0,0,-121,-76,241,241,-31,-22,233,84,84,0
99839,1114,1135,0,0,-121,-75,240,241,-30,-25,221,84,84,0
103174,1114,1135,0,0,-120,-74,241,241,-28,-24,226,84,84,0
106491,0,0,875,875,-121,-76,242,241,-32,-23,232,84,84,0
109839,0,0,875,875,-122,-74,242,241,-29,-23,230,84,84,0
113173,0,0,875,875,-122,-75,243,241,-28,-20,227,84,84,0
116494,0,0,875,875,-123,-77,243,241,-29,-24,227,84,84,0
119840,0,0,875,875,-126,-76,242,241,-28,-24,229,84,84,0
123175,0,0,856,875,-120,-74,240,241,-32,-20,225,85,84,0
126497,0,0,875,875,-120,-77,242,241,-32,-25,226,84,84,0
129840,0,0,875,875,-121,-74,239,241,-31,-21,227,84,84,0
133174,0,0,875,856,-124,-78,239,241,-33,-23,225,84,85,0
136501,0,0,875,875,-121,-76,242,241,-31,-21,230,84,84,0
139840,0,0,856,875,-119,-78,243,241,-31,-22,225,85,84,0
143175,0,0,875,875,-120,-78,241,241,-33,-20,230,84,84,0
146505,0,0,875,875,-122,-77,241,241,-36,-21,228,84,84,0
149840,0,0,856,875,-122,-76,242,241,-31,-23,225,85,84,0
153175,0,0,856,875,-122,-76,243,241,-32,-20,225,85,84,0
