Time, Rlegs, Llegs, DCL, DCR, GyroX, GyroY, GyroZ, GyroZAvg, AccelX, AccelY, AccelZ, LBEMF, RBEMF, SteerOut
2911,1458,1499,0,0,-117,-72,239,239,5,-6,230,97,97,0
6266,1458,1499,0,0,-118,-73,238,239,5,-7,228,96,97,0
9580,1458,1499,0,0,-118,-74,239,239,3,-6,234,97,97,0
12914,1458,1499,0,0,-114,-75,239,239,3,-7,233,97,97,0
16267,1458,1499,0,0,-115,-74,239,239,4,-6,227,97,96,0
19584,1458,1499,0,0,-116,-74,240,239,4,-5,233,97,96,0
22917,1458,1499,0,0,-117,-75,241,239,2,-2,233,97,96,0
26267,1458,1499,0,0,-117,-72,239,239,5,-8,232,97,96,0
29586,1458,1499,0,0,-117,-74,240,239,3,-6,227,97,97,0
32921,1458,1499,0,0,-118,-72,238,239,4,-6,230,97,97,0
36268,1458,1499,0,0,-120,-73,236,239,6,-8,231,97,97,0
39589,1458,1499,0,0,-120,-73,237,238,6,-8,227,97,97,0
42923,1458,1499,0,0,-119,-73,238,238,3,-9,228,97,96,0
46268,1458,1499,0,0,-119,-72,238,238,5,-8,223,97,97,0
49593,1458,1499,0,0,-118,-73,237,238,2,-7,233,97,96,0
52927,1458,1499,0,0,-117,-74,239,238,3,-5,228,97,97,0
56268,1458,1499,0,0,-116,-71,238,238,3,-9,227,97,96,0
59596,1458,1499,0,0,-119,-73,238,238,4,-8,223,97,96,0
62930,1458,1499,0,0,-120,-74,238,238,6,-9,230,97,96,0
66269,1458,1499,0,0,-120,-74,241,238,4,-5,234,97,97,0
69599,1458,1499,0,0,-118,-74,237,238,6,-8,233,97,97,0
72933,1458,1499,0,0,-116,-73,242,238,4,-3,234,96,97,0
76269,1458,1499,0,0,-115,-74,239,238,5,-9,231,97,97,0
79602,1458,1499,0,0,-115,-74,241,238,3,-4,232,97,97,0
82936,1458,1499,0,0,-119,-72,240,238,7,-8,227,97,97,0
86270,1458,1499,0,0,-119,-73,239,238,3,-9,237,97,97,0
89605,1458,1499,0,0,-118,-74,237,238,6,-6,229,97,96,0
92940,1458,1499,0,0,-119,-73,236,238,4,-10,226,97,97,0
96295,1458,1499,0,0,-119,-75,237,238,6,-7,227,97,96,0
99609,1458,1499,0,0,-120,-71,238,238,2,-4,230,97,97,0
102943,1458,1499,0,0,-119,-74,237,238,6,-10,230,96,97,0
106295,0,0,931,931,-121,-72,237,238,5,-8,229,97,97,0
109611,0,0,931,931,-119,-74,237,238,4,-7,227,97,97,0
112946,0,0,931,931,-119,-74,239,238,2,-6,235,97,97,0
116295,0,0,931,931,-122,-74,240,238,2,-5,233,97,97,0
119615,0,0,931,931,-119,-76,242,238,5,-8,227,97,97,0
122949,0,0,931,931,-118,-77,241,238,4,-9,232,97,97,0
126295,0,0,950,931,-116,-76,243,238,6,-5,231,96,97,0
129618,0,0,931,931,-116,-75,239,238,4,-6,232,97,97,0
132952,0,0,931,931,-118,-75,239,238,3,-6,233,97,97,0
136296,0,0,931,931,-118,-70,240,238,2,-5,227,97,97,0
139621,0,0,931,931,-119,-75,238,238,4,-10,232,97,97,0
142955,0,0,931,931,-119,-72,238,238,5,-7,227,97,97,0
146296,0,0,931,931,-117,-71,238,238,4,-6,231,97,97,0
149624,0,0,931,931,-115,-73,239,238,4,-6,229,97,97,0
152959,0,0,931,931,-119,-74,240,238,4,-8,229,97,97,0
156296,0,0,931,950,-119,-70,239,238,5,-8,228,97,96,0
159628,0,0,931,931,-119,-75,239,238,6,-11,232,97,97,0
162962,0,0,931,931,-120,-76,239,238,4,-8,230,97,97,0
166296,0,0,931,931,-120,-74,239,239,5,-8,223,97,97,0
169631,0,0,931,931,-119,-75,238,239,4,-9,234,97,97,0
172966,0,0,931,931,-121,-74,240,238,3,0,230,97,97,0
