Time, Rlegs, Llegs, DCL, DCR, GyroX, GyroY, GyroZ, GyroZAvg, AccelX, AccelY, AccelZ, LBEMF, RBEMF, SteerOut
3232,1318,1329,0,0,-122,-77,242,240,-5,-7,228,93,93,0
6546,1318,1329,0,0,-121,-75,242,240,-8,-6,234,93,93,0
9901,1318,1329,0,0,-121,-74,242,240,-7,-3,237,94,94,0
13232,1318,1329,0,0,-120,-77,238,240,-9,-10,229,94,93,0
16549,1318,1329,0,0,-121,-77,239,240,-6,-11,232,94,94,0
19905,1318,1329,0,0,-119,-76,239,240,-5,-8,232,93,94,0
23232,1318,1329,0,0,-117,-73,239,240,-8,-4,232,94,93,0
26552,1318,1329,0,0,-121,-75,239,240,-2,-8,230,93,93,0
29907,1318,1329,0,0,-119,-74,238,240,-6,-5,227,94,94,0
33233,1318,1329,0,0,-121,-76,239,240,-8,-2,231,93,94,0
36555,1318,1329,0,0,-120,-76,240,240,-8,-7,234,93,93,0
39910,1318,1329,0,0,-121,-76,240,240,-9,-5,231,93,93,0
43232,1318,1329,0,0,-121,-75,241,240,-7,-4,228,93,94,0
46559,1318,1329,0,0,-123,-76,241,240,-5,-6,231,94,93,0
49914,1318,1329,0,0,-123,-76,240,240,-5,-11,231,93,93,0
53232,1318,1329,0,0,-122,-77,240,240,-5,-10,228,93,94,0
56561,1318,1329,0,0,-122,-74,243,240,-8,-6,228,93,94,0
59915,1318,1329,0,0,-119,-76,241,240,-6,-9,232,94,94,0
63233,1318,1329,0,0,-121,-74,242,240,-5,-6,224,94,94,0
66565,1318,1329,0,0,-120,-75,240,240,-6,-4,232,94,94,0
69920,1318,1329,0,0,-119,-76,240,240,-9,-4,231,94,94,0
73254,1318,1329,0,0,-119,-76,240,240,-5,-6,230,94,94,0
76568,1318,1329,0,0,-120,-78,240,240,-6,-9,232,94,94,0
79923,1318,1329,0,0,-119,-76,239,240,-2,-6,235,94,93,0
83258,1318,1329,0,0,-120,-77,237,240,-6,-9,232,93,93,0
86571,1318,1329,0,0,-120,-78,240,240,-8,-8,230,94,94,0
89923,1318,1329,0,0,-120,-76,237,240,-6,-8,235,93,93,0
93258,1318,1329,0,0,-120,-76,237,240,-7,-7,232,93,93,0
96575,1318,1329,0,0,-118,-74,239,240,-6,-12,228,94,94,0
99924,1318,1329,0,0,-122,-74,238,239,-9,-5,230,94,94,0
103258,0,0,0,0,-122,-73,242,239,-4,-5,233,94,94,0
106577,0,0,0,0,-120,-80,244,239,-11,-2,225,94,93,0
109924,0,0,0,0,-124,-75,246,240,-4,-3,227,94,94,0
113259,0,0,0,0,-123,-74,245,240,-1,-6,225,94,93,0
116581,0,0,0,0,-121,-76,246,240,-8,-8,232,93,93,0
119924,0,0,0,0,-124,-74,240,240,-5,-5,235,94,93,0
123259,0,0,0,0,-120,-78,240,240,-7,-6,230,94,94,0
126584,0,0,0,0,-118,-75,238,240,-7,-4,228,93,93,0
129924,0,0,0,0,-119,-74,239,240,-6,-7,231,94,93,0
133259,0,0,0,0,-121,-75,237,240,-9,-11,233,94,93,0
136587,0,0,0,0,-118,-73,237,240,-6,-4,233,94,93,0
139925,0,0,0,0,-118,-75,239,240,-6,-6,236,93,94,0
143259,0,0,0,0,-120,-74,239,240,-7,-4,229,93,93,0
146590,0,0,0,0,-122,-77,240,240,-6,-11,231,93,93,0
149925,0,0,0,0,-120,-75,241,240,-6,-7,233,93,93,0
153259,0,0,0,0,-121,-75,245,240,-2,-7,231,94,93,0
156594,0,0,0,0,-120,-79,245,240,-1,-8,226,94,94,0
159946,0,0,0,0,-121,-74,244,240,-11,-3,225,94,94,0
163284,0,0,0,0,-120,-76,241,240,-8,-4,228,93,93,0
166597,0,0,0,0,-120,-76,241,240,-5,-6,229,94,93,0
169950,0,0,0,0,-121,-75,241,240,-9,-6,228,94,93,0
173284,0,0,0,0,-120,-74,238,240,-10,-4,237,94,93,0
176600,0,0,0,0,-122,-75,236,240,-9,-7,227,94,94,0
179950,0,0,0,0,-119,-77,237,240,-5,-8,231,94,94,0
183285,0,0,0,0,-121,-75,237,240,-6,-6,233,93,93,0
186604,0,0,0,0,-121,-73,238,240,-11,-4,230,94,94,0
189950,0,0,0,0,-118,-75,240,240,-9,-5,228,93,94,0
193285,0,0,0,0,-120,-74,243,240,-6,-7,231,93,94,0
196607,0,0,0,0,-119,-76,241,240,-10,-5,232,94,93,0
199951,0,0,0,0,-120,-77,242,240,-3,-10,224,94,94,0
203313,0,0,3800,3800,-122,-74,242,240,-7,-4,228,0,0,0
206610,0,1,0,0,-140,-119,252,241,-136,97,242,636,644,0
209953,1,1,893,1062,-516,-381,333,243,-101,-21,206,266,257,0
213288,1,2,800,800,-1226,-512,250,244,84,-42,381,287,271,0
216613,2,3,1043,950,-1191,-581,624,255,-120,7,275,290,279,0
219954,3,3,1025,1381,-1767,-861,655,268,-27,-139,421,291,272,0
