Time, Rlegs, Llegs, DCL, DCR, GyroX, GyroY, GyroZ, GyroZAvg, AccelX, AccelY, AccelZ, LBEMF, RBEMF, SteerOut
1426,553,540,0,0,-127,-82,242,244,1,-7,229,51,51,0
4746,553,540,0,0,-124,-80,245,244,0,-6,224,51,51,0
8091,553,540,0,0,-121,-81,243,244,1,-2,229,51,51,0
11426,553,540,0,0,-124,-78,246,244,1,-4,223,51,51,0
14750,553,540,0,0,-127,-77,245,244,1,-6,227,51,51,0
18092,553,540,0,0,-127,-79,244,244,0,-9,227,51,51,0
21426,553,540,0,0,-124,-74,241,244,-1,-1,226,51,51,0
24753,553,540,0,0,-124,-76,243,244,1,-2,228,51,51,0
28092,553,540,0,0,-123,-75,245,244,1,-8,224,51,51,0
31427,553,540,0,0,-124,-79,241,243,3,-13,225,51,51,0
34756,553,540,0,0,-128,-74,242,243,2,-5,231,51,51,0
41427,553,540,0,0,-126,-80,244,243,0,-9,223,51,51,0
48113,553,540,0,0,-124,-78,246,243,4,-9,224,51,51,0
54762,553,540,0,0,-125,-81,246,244,0,-7,230,51,51,0
58117,553,540,0,0,-126,-79,244,244,2,-7,225,51,51,0
61450,553,540,0,0,-126,-80,246,244,1,-3,227,51,51,0
64766,553,540,0,0,-125,-80,246,244,0,-7,227,51,51,0
68117,553,540,0,0,-124,-81,247,244,0,-8,229,51,51,0
71451,553,540,0,0,-123,-80,243,244,-1,-8,229,51,51,0
74769,553,540,0,0,-125,-78,244,244,1,-9,225,51,51,0
78118,553,540,0,0,-122,-78,242,244,1,-5,232,51,51,0
81451,553,540,0,0,-128,-78,241,244,0,-10,229,51,51,0
84772,553,540,0,0,-127,-79,244,244,4,-6,233,51,51,0
88118,553,540,0,0,-125,-79,242,244,1,-9,225,51,51,0
91451,553,540,0,0,-126,-79,242,243,3,-10,229,51,51,0
94776,553,540,0,0,-128,-80,243,243,3,-7,225,51,51,0
98118,553,540,0,0,-128,-83,244,243,2,-8,227,51,51,0
101451,553,540,0,0,-127,-81,239,243,2,-10,225,51,51,0
104844,0,0,0,0,-127,-85,247,243,0,-7,223,51,51,0
108118,0,0,0,0,-126,-81,244,243,1,-8,232,52,51,0
111451,0,0,0,0,-125,-79,247,243,1,-6,228,51,51,0
114782,0,0,0,0,-128,-83,245,243,1,-4,229,51,51,0
118119,0,0,0,0,-125,-82,247,244,0,-7,228,51,51,0
121452,0,0,0,0,-124,-80,248,244,3,-6,227,52,51,0
124785,0,0,0,0,-122,-80,245,244,0,-4,228,51,51,0
128140,0,0,0,0,-124,-78,244,244,2,-5,226,51,51,0
131454,0,0,0,0,-124,-79,247,244,0,-3,232,51,51,0
134788,0,0,0,0,-124,-78,243,244,1,-5,231,51,51,0
138143,0,0,0,0,-124,-77,243,244,1,-8,231,52,51,0
141476,0,0,0,0,-124,-75,241,244,3,-7,221,51,51,0
144791,0,0,0,0,-123,-77,243,244,0,-7,229,51,51,0
148144,0,0,0,0,-122,-76,243,244,1,-10,227,51,51,0
151480,0,0,0,0,-124,-76,244,244,0,-6,229,51,51,0
154794,0,0,0,0,-127,-75,245,244,1,-7,230,51,51,0
158144,0,0,0,0,-126,-77,245,244,0,-9,227,51,51,0
161484,0,0,0,0,-124,-78,244,244,-1,-7,230,51,51,0
164798,0,0,0,0,-124,-79,244,244,1,-7,225,52,51,0
168144,0,0,0,0,-124,-80,245,244,1,-10,225,52,51,0
171486,0,0,0,0,-123,-79,245,244,0,-9,229,51,51,0
174801,0,0,0,0,-123,-83,244,243,0,-10,224,51,51,0
178144,0,0,0,0,-125,-81,247,244,2,-7,230,51,51,0
181486,0,0,0,0,-127,-81,246,244,1,-5,231,51,51,0
184804,0,0,0,0,-126,-81,246,244,0,-7,221,51,51,0
188145,0,0,0,0,-128,-81,246,244,1,-3,224,51,51,0
191486,0,0,0,0,-125,-82,243,244,1,-5,231,51,51,0
194807,0,0,0,0,-126,-81,244,244,0,-4,226,51,51,0
198145,0,0,0,0,-126,-83,246,244,0,-7,226,52,51,0
201486,0,0,0,0,-125,-80,246,244,0,-7,229,52,51,0
204810,0,0,1193,1193,-128,-78,244,244,-8,-26,203,51,51,0
208148,0,0,181,368,-177,-174,261,245,-51,-12,227,121,111,0
211490,1,1,0,50,-307,-49,308,247,19,-1,236,119,112,0
214814,1,1,443,368,-234,91,359,250,48,-15,239,107,111,0
218169,1,1,443,162,9,70,559,260,-14,-11,244,107,122,0
221490,1,1,668,500,24,51,667,273,-3,4,231,111,120,0
224818,2,2,125,50,-5,196,763,289,36,11,219,124,128,0
228172,2,2,612,275,89,316,869,309,-9,-14,243,114,132,0
231490,2,3,875,275,231,278,896,329,-12,16,268,116,132,0
234821,2,3,631,237,294,320,951,351,57,8,268,129,134,0
238173,3,3,537,406,650,432,984,374,24,24,270,134,141,0
241490,3,4,668,0,890,472,980,397,-108,37,206,127,147,0
244824,4,4,425,256,316,583,951,419,-393,13,57,140,149,0
248173,4,4,593,537,-1894,1113,582,430,-127,-81,63,147,150,0
251516,4,5,631,143,-3002,1036,695,444,204,-7,289,145,155,0
254826,5,5,387,312,-1916,722,707,459,174,-72,327,158,162,0
258175,5,6,743,0,-408,120,999,482,-30,-91,276,139,164,0
261516,6,6,762,200,189,-378,1151,511,-50,-81,281,138,168,0
264830,6,7,800,181,44,-806,1267,543,-23,-40,300,142,159,0
268174,6,7,1231,162,-823,-1447,1240,574,88,-32,303,119,160,0
271516,7,8,950,312,-971,-1934,969,596,85,2,319,134,152,0
274834,7,8,912,331,-835,-2130,663,609,140,106,291,136,151,0
278174,7,8,1437,481,-110,-1747,458,616,126,157,337,124,159,0
281517,8,9,762,200,354,-1327,389,621,9,117,329,144,158,0
284836,8,9,1081,556,378,-1279,74,615,-38,117,359,143,155,0
288174,8,10,1081,312,-64,-1208,-193,602,-43,234,248,143,152,0
291517,9,10,781,687,-242,-1075,-282,585,-49,186,265,159,148,0
294839,9,11,856,668,-370,-927,-481,562,-37,257,208,155,149,0
298196,10,11,743,668,71,-548,-620,535,-53,219,143,161,149,0
301517,10,11,893,556,-280,-396,-785,503,-93,271,156,153,155,0
304842,11,12,743,668,-871,-177,-997,464,-117,224,135,161,149,0
308199,11,12,1137,912,-1730,-51,-1150,421,-196,243,107,156,152,0
311517,12,13,650,481,-2406,171,-1233,375,-95,254,112,166,159,0
314846,12,13,875,800,-2873,322,-1279,326,-44,256,163,170,158,0
318199,13,13,237,725,-3148,444,-1307,276,-39,209,99,188,162,0
321518,13,14,687,743,-3295,576,-1132,229,-97,192,82,180,161,0
324849,14,14,181,668,-3710,884,-951,182,-58,109,53,191,165,0
328199,14,15,593,781,-4354,1359,-685,140,-12,85,54,195,169,0
331542,15,15,0,500,-4575,1582,-502,100,-35,94,34,217,184,0
334852,16,16,50,481,-4444,1783,-298,64,62,-93,-47,208,185,0
338199,16,17,387,200,-4375,1907,-319,26,318,-171,90,206,200,0
341543,17,17,0,0,-2763,1673,223,3,473,-123,414,212,214,0
344855,18,18,350,68,989,1692,966,3,598,-181,548,208,207,0
348200,18,19,237,0,4819,1493,1580,21,281,-275,310,198,206,0
351546,19,19,0,106,6115,1564,1523,39,233,-273,108,211,205,0
354858,19,20,293,143,6724,1243,2380,95,-35,-198,48,195,187,0
358201,20,20,256,312,5512,734,3162,173,-94,-100,109,197,194,0
361546,20,21,593,275,4270,610,3270,253,-7,-90,196,195,196,0
