Time, Rlegs, Llegs, DCL, DCR, GyroX, GyroY, GyroZ, GyroZAvg, AccelX, AccelY, AccelZ, LBEMF, RBEMF, SteerOut
2327,1300,1344,31,0,-123,-74,236,239,-12,-12,228,95,95,0
5649,1300,1344,31,0,-120,-75,237,239,-10,-11,236,95,95,0
8983,1300,1344,31,0,-120,-74,239,239,-8,-13,227,95,95,0
12327,1300,1344,31,0,-118,-74,240,239,-12,-10,230,95,95,0
15652,1300,1344,31,0,-119,-75,241,239,-13,-8,225,95,95,0
18986,1300,1344,31,0,-117,-77,240,239,-11,-11,234,95,95,0
22328,1300,1344,31,0,-118,-75,241,239,-11,-11,229,95,95,0
25656,1300,1344,31,0,-121,-75,242,240,-11,-11,226,95,95,0
28989,1300,1344,31,0,-119,-70,241,240,-11,-12,233,95,95,0
32328,1300,1344,31,0,-118,-74,239,240,-9,-13,229,95,95,0
35659,1300,1344,31,0,-121,-76,239,240,-8,-12,229,95,95,0
38993,1300,1344,31,0,-117,-70,240,240,-12,-11,222,95,95,0
42328,1300,1344,31,0,-118,-74,240,240,-10,-13,231,95,95,0
45662,1300,1344,31,0,-121,-74,238,240,-10,-13,229,95,95,0
48996,1300,1344,31,0,-121,-72,238,240,-13,-9,234,95,95,0
52352,1300,1344,31,0,-118,-75,239,240,-9,-11,226,95,95,0
55665,1300,1344,31,0,-118,-76,240,240,-8,-10,231,95,95,0
58999,1300,1344,31,0,-119,-77,239,239,-10,-12,226,95,95,0
62353,1300,1344,31,0,-120,-75,240,239,-9,-10,232,95,95,0
65668,1300,1344,31,0,-119,-74,239,239,-9,-10,228,95,95,0
69003,1300,1344,31,0,-120,-73,240,239,-12,-10,233,95,95,0
72357,1300,1344,31,0,-121,-74,239,239,-10,-13,232,95,95,0
75671,1300,1344,31,0,-119,-74,239,239,-11,-7,227,95,95,0
79006,1300,1344,31,0,-120,-75,239,239,-11,-12,231,95,95,0
82357,1300,1344,31,0,-120,-74,238,239,-12,-12,228,95,95,0
85674,1300,1344,31,0,-118,-74,237,239,-13,-10,232,95,95,0
89009,1300,1344,31,0,-118,-72,240,239,-12,-13,235,95,95,0
92362,1300,1344,31,0,-120,-76,241,239,-12,-12,231,95,95,0
95678,1300,1344,31,0,-117,-76,240,239,-11,-15,231,95,95,0
99012,1300,1344,31,0,-119,-75,239,239,-15,-10,235,95,95,0
102623,1300,1344,31,0,-120,-75,240,239,-12,-8,229,95,95,0
105681,0,0,0,0,-121,-74,239,239,-14,-10,231,95,95,0
109015,0,0,0,0,-119,-75,241,239,-14,-11,226,95,95,0
112365,0,0,0,0,-117,-73,240,239,-7,-16,230,96,95,0
115684,0,0,0,0,-118,-74,239,239,-10,-14,231,95,95,0
119018,0,0,0,0,-122,-75,239,239,-9,-12,233,95,95,0
